game_id,season,week,gameday,gametime,away_team,home_team,sujar_home_prob,pure_home_prob,market_home_prob,final_home_prob,pick,fair_home_moneyline,expected_margin,margin_sigma,margin_low_80,margin_high_80,expected_total,total_sigma,total_low_80,total_high_80,projected_score,spread_line,total_line,model_edge,cover_home_prob,over_prob,confidence,model_disagreement,consistency_flag,market_available,data_state,snapshot_type,model_version,prediction_timestamp_utc,prediction_id,logistic_home_prob,extra_trees_home_prob,xgboost_home_prob,catboost_home_prob,elo_home_prob,home_elo,away_elo,legacy_pure_home_prob,legacy_final_home_prob,fst_pure_home_prob,final_probability_strategy,fst_artifact_id,fst_artifact_training_data_sha256,fst_artifact_freeze_implementation_sha,fst_fallback,fst_fallback_reason,fst_vs_market_delta,fst_vs_legacy_delta,legacy_confidence,legacy_consistency_flag,confidence_diagnostic_scope,market_snapshot_timestamp_utc,market_snapshot_source,market_freshness_status
2026_01_NO_DET,2026,1,2026-09-13,13:00,NO,DET,0.7702526228949784,0.7378262134581508,0.725752508361204,0.734807787183914,DET,-277.08497899729514,10.548861212192245,12.946113475741884,-6.042250780362817,27.139973204747303,46.48233823449882,13.592084078509854,29.06338160467068,63.90129486432696,DET 28.5 – NO 18.0,7.0,49.5,3.548861212192243,0.6080059520456136,0.4121506673860232,High,0.0517192782111268,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_NO_DET__EARLY__2026-09-08T20:05:52.397638+00:00,0.7589133942654324,0.7772070707070708,0.7807339,0.8739393676348709,0.737798332644653,1565.2647620435189,1430.5438738992375,,,,,,,,,,,,,,,,,
2026_01_BUF_HOU,2026,1,2026-09-13,13:00,BUF,HOU,0.567573759544969,0.5921460883283266,0.4891657638136511,0.5664010071996578,HOU,-130.62784199327385,6.687026531696249,12.946113475741884,-9.904085460858813,23.27813852425131,48.70675820285443,13.592084078509854,31.28780157302629,66.12571483268258,HOU 27.7 – BUF 21.0,-1.5,44.5,8.18702653169625,0.7364348202113394,0.6215296227971596,Lean,0.0871577678405278,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_BUF_HOU__EARLY__2026-09-08T20:05:52.397638+00:00,0.6189145208252266,0.651111966464908,0.45380116,0.5521233358999946,0.5484901385459824,1598.2722788376063,1609.4716454468794,,,,,,,,,,,,,,,,,
2026_01_BAL_IND,2026,1,2026-09-13,13:00,BAL,IND,0.3920134607100471,0.4280563248519438,0.3907637655417407,0.418733185024393,BAL,138.81555982761327,-3.212437376721581,12.946113475741884,-19.80354936927664,13.37867461583348,44.20773892557875,13.592084078509854,26.78878229575061,61.6266955554069,IND 20.5 – BAL 23.7,-3.5,47.5,0.2875626232784189,0.5088606867231036,0.4043052349923619,Coin Flip,0.1160486033054236,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_BAL_IND__EARLY__2026-09-08T20:05:52.397638+00:00,0.5482879701301392,0.2860625041625042,0.33961767,0.3395460150758113,0.4417179976159896,1463.3158653237156,1548.9992784201002,,,,,,,,,,,,,,,,,
2026_01_CLE_JAX,2026,1,2026-09-13,13:00,CLE,JAX,0.7530266607593646,0.7139748861210411,0.7867435158501441,0.732167043553317,JAX,-273.3670468589507,8.37387667401562,12.946113475741884,-8.21723531853944,24.96498866657068,45.91933360200622,13.592084078509854,28.50037697217808,63.33829023183437,JAX 27.1 – CLE 18.8,8.5,40.5,-0.1261233259843805,0.49611349526084,0.6549474658267781,High,0.0286658899760339,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_CLE_JAX__EARLY__2026-09-08T20:05:52.397638+00:00,0.7450929419012088,0.7821546176046176,0.71515805,0.7306374434586924,0.7567275368619694,1568.0562762260236,1415.9176419973892,,,,,,,,,,,,,,,,,
2026_01_ATL_PIT,2026,1,2026-09-13,13:00,ATL,PIT,0.7329070529564208,0.6857216077371225,0.6224665518611737,0.6699078437681354,PIT,-202.94570201709857,6.208948938219676,12.946113475741884,-10.382163054335384,22.80006093077473,47.69261145500885,13.592084078509854,30.27365482518071,65.11156808483699,PIT 27.0 – ATL 20.7,3.5,42.5,2.708948938219676,0.5828726961014856,0.6487811961379001,Solid,0.0743102909179012,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_ATL_PIT__EARLY__2026-09-08T20:05:52.397638+00:00,0.6686847109341935,0.6931983904983907,0.82210386,0.7910413131605738,0.6563337639839905,1533.060331967252,1465.6651799542783,,,,,,,,,,,,,,,,,
2026_01_NYJ_TEN,2026,1,2026-09-13,13:00,NYJ,TEN,0.633790325526605,0.6098561690671086,0.5324675324675325,0.5905090099172146,TEN,-144.2056172708057,4.593782528313756,12.946113475741884,-11.997329464241304,21.184894520868816,44.41820652486989,13.592084078509854,26.999249895041743,61.83716315469803,TEN 24.5 – NYJ 19.9,1.5,39.5,3.0937825283137563,0.5944370684525363,0.6412654877183938,Lean,0.0710212595823024,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_NYJ_TEN__EARLY__2026-09-08T20:05:52.397638+00:00,0.551656052822412,0.6419070651570652,0.6982711,0.7053793532305145,0.5463085000412229,1343.6021152619278,1356.331189235157,,,,,,,,,,,,,,,,,
2026_01_ARI_LAC,2026,1,2026-09-13,16:25,ARI,LAC,0.7900682643688303,0.7307774215064882,0.7913616398243045,0.7459234760859422,LAC,-293.58221082174964,10.063688820865872,12.946113475741884,-6.527423171689188,26.65480081342093,47.432677478757526,13.592084078509854,30.013720848929385,64.85163410858567,LAC 28.7 – ARI 18.7,9.5,47.5,0.5636888208658721,0.5173649233543396,0.4980240197032656,High,0.0292803440628603,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_ARI_LAC__EARLY__2026-09-08T20:05:52.397638+00:00,0.7564381957336347,0.8034722222222217,0.74108136,0.7917214680428084,0.7595710448946891,1543.256695074842,1388.424042307544,,,,,,,,,,,,,,,,,
2026_01_MIA_LV,2026,1,2026-09-13,16:25,MIA,LV,0.546868607178919,0.4727836849118783,0.6224665518611737,0.5102044016492021,LV,-104.166800062541,-0.158652660834771,12.946113475741884,-16.749764653389832,16.43245933172029,46.06029623887669,13.592084078509854,28.641339609048547,63.47925286870483,LV 23.0 – MIA 23.1,3.5,41.5,-3.658652660834771,0.3887393420298616,0.6313802456939895,Coin Flip,0.090621342870997,NEUTRAL,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_MIA_LV__EARLY__2026-09-08T20:05:52.397638+00:00,0.3918128431378765,0.4693573488602899,0.5964214,0.5521526378124312,0.4091466643001147,1345.0406172867424,1453.8808880498343,,,,,,,,,,,,,,,,,
2026_01_GB_MIN,2026,1,2026-09-13,16:25,GB,MIN,0.6711316391430427,0.6482639950730793,0.5260865852617197,0.6177196426202394,MIN,-161.58812000026234,7.1493800762160165,12.946113475741884,-9.441731916339045,23.74049206877108,50.30456834315116,13.592084078509854,32.885611713323016,67.7235249729793,MIN 28.7 – GB 21.6,1.5,46.5,5.6493800762160165,0.6687182177691755,0.6102269508468079,Lean,0.1542852687896434,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_GB_MIN__EARLY__2026-09-08T20:05:52.397638+00:00,0.5182746466572052,0.7146669996670001,0.8328524,0.8555824793294825,0.5838690888380651,1558.3570208580538,1544.5228184249463,,,,,,,,,,,,,,,,,
2026_01_WAS_PHI,2026,1,2026-09-13,16:25,WAS,PHI,0.7841403720939643,0.7310147196963475,0.6574752261956054,0.712629846321162,PHI,-247.98324989504303,9.497182255018192,12.946113475741884,-7.093929737536868,26.08829424757325,47.863902184765145,13.592084078509854,30.444945554937004,65.28285881459328,PHI 28.7 – WAS 19.2,5.5,44.5,3.997182255018192,0.6212461953476383,0.5977354081930664,High,0.0478308887439693,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_WAS_PHI__EARLY__2026-09-08T20:05:52.397638+00:00,0.744151807655849,0.8097336219336214,0.8354049,0.739458233083756,0.7277366792865867,1576.226311965056,1450.4322609440023,,,,,,,,,,,,,,,,,
2026_01_DAL_NYG,2026,1,2026-09-13,20:20,DAL,NYG,0.553172974880407,0.594495681971458,0.4066302458405761,0.5475293229387375,NYG,-121.00879696666054,1.6508391339452673,12.946113475741884,-14.940272858609791,18.24195112650033,46.18011737224694,13.592084078509854,28.7611607424188,63.599074002075085,NYG 23.9 – DAL 22.3,-3.0,48.5,4.650839133945267,0.6402944563346616,0.4322381080227535,Coin Flip,0.0654043052760638,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_DAL_NYG__EARLY__2026-09-08T20:05:52.397638+00:00,0.6024942317536115,0.5459969863469867,0.7036528,0.6272506752384238,0.5019170326487956,1413.148127619214,1456.8160303702862,,,,,,,,,,,,,,,,,
2026_01_DEN_KC,2026,1,2026-09-14,20:15,DEN,KC,0.400824989191116,0.4799877426502166,0.5720596355604638,0.5030057158777784,KC,-101.20955752361904,-2.3194785541499385,12.946113475741884,-18.910590546705,14.271633438405122,48.931589146973415,13.592084078509854,31.51263251714528,66.35054577680155,KC 23.3 – DEN 25.6,3.0,43.5,-5.3194785541499385,0.34057518197168,0.6552796341888159,Coin Flip,0.0555439879300659,NEUTRAL,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:05:52.397638+00:00,2026_01_DEN_KC__EARLY__2026-09-08T20:05:52.397638+00:00,0.5195016438291132,0.4479900583077051,0.46784672,0.3851371290819709,0.4021010919219848,1501.568856956259,1615.485860090258,,,,,,,,,,,,,,,,,
2026_01_NE_SEA,2026,1,2026-09-09,20:20,NE,SEA,0.6670585445412992,0.7368705943697319,0.6037569709421778,0.7035921885128434,SEA,-237.373025016694,7.668810499768117,12.946113475741884,-8.922301492786943,24.259922492323177,45.20227904272532,13.592084078509854,27.78332241289718,62.62123567255347,SEA 26.4 – NE 18.8,3.0,44.5,4.668810499768117,0.6408135178132256,0.5206034773112662,High,0.0450214209209247,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_NE_SEA__EARLY__2026-09-08T20:29:07.273497+00:00,0.7422622377247272,0.7985944222444219,0.851137638092041,0.8115425038975816,0.6628566208299651,1634.262866364769,1561.8208811227348,,,,,,,,,,,,,,,,,
2026_01_SF_LA,2026,1,2026-09-10,20:35,SF,LA,0.638930281151855,0.7189131020304651,0.6369041816941223,0.6984108719463794,LA,-231.57693927952417,6.348658235635985,12.946113475741884,-10.242453756919076,22.939770228191044,46.72515758171687,13.592084078509854,29.30620095188873,64.14411421154502,LA 26.5 – SF 20.2,3.5,48.5,2.848658235635985,0.5870798611637785,0.4480541293786293,Solid,0.0314510538192579,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_SF_LA__EARLY__2026-09-08T20:29:07.273497+00:00,0.7716719654422356,0.733203896103896,0.7967562675476074,0.7322211837081455,0.6344938084030851,1604.7782831159154,1553.9652230148963,,,,,,,,,,,,,,,,,
2026_01_CHI_CAR,2026,1,2026-09-13,13:00,CHI,CAR,0.3640714837112117,0.5277364509255181,0.4170073589533933,0.5000541779324869,CAR,-100.0216735214479,-0.2525429628859659,12.946113475741884,-16.843654955441025,16.338569029669095,43.72305188283213,13.592084078509854,26.304095253003982,61.14200851266027,CAR 21.7 – CHI 22.0,-3.0,47.5,2.7474570371140343,0.5840332871359084,0.3905528092159402,Coin Flip,0.0731426571539817,NEUTRAL,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_CHI_CAR__EARLY__2026-09-08T20:29:07.273497+00:00,0.556744563817864,0.4297303705066862,0.5847708582878113,0.5802896478137882,0.4237264070402147,1423.4034206221622,1521.8206960304867,,,,,,,,,,,,,,,,,
2026_01_TB_CIN,2026,1,2026-09-13,13:00,TB,CIN,0.5948051627940644,0.6269196231374657,0.6369041816941223,0.6294157627766299,CIN,-169.84418104034165,4.772883999413116,12.946113475741884,-11.818227993141944,21.36399599196817,45.16742332085607,13.592084078509854,27.748466691027925,62.58637995068421,CIN 25.0 – TB 20.2,3.5,50.5,1.272883999413116,0.539161579720282,0.3474073540491331,Lean,0.1045316782425332,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_TB_CIN__EARLY__2026-09-08T20:29:07.273497+00:00,0.5359326044683493,0.6828841991341995,0.7644999623298645,0.7501571461179802,0.5544627040620399,1478.2224757965096,1485.227166216625,,,,,,,,,,,,,,,,,
2026_01_NO_DET,2026,1,2026-09-13,13:00,NO,DET,0.7702526228949785,0.7378262134581507,0.725752508361204,0.734807787183914,DET,-277.08497899729514,10.548861212192245,12.946113475741884,-6.042250780362817,27.139973204747303,46.48233823449882,13.592084078509854,29.06338160467068,63.90129486432696,DET 28.5 – NO 18.0,7.0,49.5,3.548861212192243,0.6080059520456136,0.4121506673860232,High,0.0517192782111269,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_NO_DET__EARLY__2026-09-08T20:29:07.273497+00:00,0.7589133942654324,0.7772070707070707,0.7807338833808899,0.8739393676348709,0.737798332644653,1565.2647620435189,1430.5438738992375,,,,,,,,,,,,,,,,,
2026_01_BUF_HOU,2026,1,2026-09-13,13:00,BUF,HOU,0.5675737595449688,0.5921460883283264,0.4891657638136511,0.5664010071996576,HOU,-130.6278419932737,6.687026531696249,12.946113475741884,-9.904085460858813,23.27813852425131,48.70675820285443,13.592084078509854,31.28780157302629,66.12571483268258,HOU 27.7 – BUF 21.0,-1.5,44.5,8.18702653169625,0.7364348202113394,0.6215296227971596,Lean,0.0871577678405278,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_BUF_HOU__EARLY__2026-09-08T20:29:07.273497+00:00,0.6189145208252266,0.651111966464908,0.453801155090332,0.5521233358999946,0.5484901385459824,1598.2722788376063,1609.4716454468794,,,,,,,,,,,,,,,,,
2026_01_BAL_IND,2026,1,2026-09-13,13:00,BAL,IND,0.392013460710047,0.4280563248519436,0.3907637655417407,0.4187331850243929,BAL,138.81555982761333,-3.212437376721581,12.946113475741884,-19.80354936927664,13.37867461583348,44.20773892557875,13.592084078509854,26.78878229575061,61.6266955554069,IND 20.5 – BAL 23.7,-3.5,47.5,0.2875626232784189,0.5088606867231036,0.4043052349923619,Coin Flip,0.1160486033054236,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_BAL_IND__EARLY__2026-09-08T20:29:07.273497+00:00,0.5482879701301392,0.2860625041625043,0.3396176695823669,0.3395460150758113,0.4417179976159896,1463.3158653237156,1548.9992784201002,,,,,,,,,,,,,,,,,
2026_01_CLE_JAX,2026,1,2026-09-13,13:00,CLE,JAX,0.7530266607593645,0.713974886121041,0.7867435158501441,0.7321670435533167,JAX,-273.36704685895035,8.37387667401562,12.946113475741884,-8.21723531853944,24.96498866657068,45.91933360200622,13.592084078509854,28.50037697217808,63.33829023183437,JAX 27.1 – CLE 18.8,8.5,40.5,-0.1261233259843805,0.49611349526084,0.6549474658267781,High,0.0286658899760338,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_CLE_JAX__EARLY__2026-09-08T20:29:07.273497+00:00,0.7450929419012088,0.7821546176046175,0.7151580452919006,0.7306374434586924,0.7567275368619694,1568.0562762260236,1415.9176419973892,,,,,,,,,,,,,,,,,
2026_01_ATL_PIT,2026,1,2026-09-13,13:00,ATL,PIT,0.732907052956421,0.6857216077371225,0.6224665518611737,0.6699078437681354,PIT,-202.94570201709857,6.208948938219676,12.946113475741884,-10.382163054335384,22.80006093077473,47.69261145500885,13.592084078509854,30.27365482518071,65.11156808483699,PIT 27.0 – ATL 20.7,3.5,42.5,2.708948938219676,0.5828726961014856,0.6487811961379001,Solid,0.0743102909179012,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_ATL_PIT__EARLY__2026-09-08T20:29:07.273497+00:00,0.6686847109341935,0.6931983904983908,0.8221038579940796,0.7910413131605738,0.6563337639839905,1533.060331967252,1465.6651799542783,,,,,,,,,,,,,,,,,
2026_01_NYJ_TEN,2026,1,2026-09-13,13:00,NYJ,TEN,0.6337903255266051,0.6098561690671087,0.5324675324675325,0.5905090099172147,TEN,-144.2056172708058,4.593782528313756,12.946113475741884,-11.997329464241304,21.184894520868816,44.418206524869895,13.592084078509854,26.99924989504176,61.83716315469803,TEN 24.5 – NYJ 19.9,1.5,39.5,3.0937825283137563,0.5944370684525363,0.641265487718394,Lean,0.0710212595823024,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_NYJ_TEN__EARLY__2026-09-08T20:29:07.273497+00:00,0.551656052822412,0.6419070651570652,0.6982710957527161,0.7053793532305145,0.5463085000412229,1343.6021152619278,1356.331189235157,,,,,,,,,,,,,,,,,
2026_01_ARI_LAC,2026,1,2026-09-13,16:25,ARI,LAC,0.7900682643688303,0.7307774215064881,0.7913616398243045,0.7459234760859421,LAC,-293.58221082174947,10.063688820865872,12.946113475741884,-6.527423171689188,26.65480081342093,47.432677478757526,13.592084078509854,30.013720848929385,64.85163410858567,LAC 28.7 – ARI 18.7,9.5,47.5,0.5636888208658721,0.5173649233543396,0.4980240197032656,High,0.0292803440628604,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_ARI_LAC__EARLY__2026-09-08T20:29:07.273497+00:00,0.7564381957336347,0.8034722222222218,0.7410813570022583,0.7917214680428084,0.7595710448946891,1543.256695074842,1388.424042307544,,,,,,,,,,,,,,,,,
2026_01_MIA_LV,2026,1,2026-09-13,16:25,MIA,LV,0.5468686071789193,0.4727836849118784,0.6224665518611737,0.5102044016492022,LV,-104.16680006254109,-0.158652660834771,12.946113475741884,-16.749764653389832,16.43245933172029,46.06029623887669,13.592084078509854,28.641339609048547,63.47925286870483,LV 23.0 – MIA 23.1,3.5,41.5,-3.658652660834771,0.3887393420298616,0.6313802456939895,Coin Flip,0.090621342870997,NEUTRAL,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_MIA_LV__EARLY__2026-09-08T20:29:07.273497+00:00,0.3918128431378765,0.46935734886029,0.5964214205741882,0.5521526378124312,0.4091466643001147,1345.0406172867424,1453.8808880498343,,,,,,,,,,,,,,,,,
2026_01_GB_MIN,2026,1,2026-09-13,16:25,GB,MIN,0.6711316391430429,0.6482639950730795,0.5260865852617197,0.6177196426202396,MIN,-161.5881200002625,7.1493800762160165,12.946113475741884,-9.441731916339045,23.74049206877108,50.30456834315116,13.592084078509854,32.885611713323016,67.7235249729793,MIN 28.7 – GB 21.6,1.5,46.5,5.6493800762160165,0.6687182177691755,0.6102269508468079,Lean,0.1542852687896434,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_GB_MIN__EARLY__2026-09-08T20:29:07.273497+00:00,0.5182746466572052,0.7146669996670001,0.8328524231910706,0.8555824793294825,0.5838690888380651,1558.3570208580538,1544.5228184249463,,,,,,,,,,,,,,,,,
2026_01_WAS_PHI,2026,1,2026-09-13,16:25,WAS,PHI,0.7841403720939643,0.7310147196963475,0.6574752261956054,0.712629846321162,PHI,-247.98324989504303,9.497182255018192,12.946113475741884,-7.093929737536868,26.08829424757325,47.863902184765145,13.592084078509854,30.444945554937004,65.28285881459328,PHI 28.7 – WAS 19.2,5.5,44.5,3.997182255018192,0.6212461953476383,0.5977354081930664,High,0.0478308887439694,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_WAS_PHI__EARLY__2026-09-08T20:29:07.273497+00:00,0.744151807655849,0.8097336219336215,0.8354048728942871,0.739458233083756,0.7277366792865867,1576.226311965056,1450.4322609440023,,,,,,,,,,,,,,,,,
2026_01_DAL_NYG,2026,1,2026-09-13,20:20,DAL,NYG,0.5531729748804068,0.5944956819714577,0.4066302458405761,0.5475293229387374,NYG,-121.00879696666048,1.6508391339452673,12.946113475741884,-14.940272858609791,18.24195112650033,46.18011737224694,13.592084078509854,28.7611607424188,63.599074002075085,NYG 23.9 – DAL 22.3,-3.0,48.5,4.650839133945267,0.6402944563346616,0.4322381080227535,Coin Flip,0.0654043052760638,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_DAL_NYG__EARLY__2026-09-08T20:29:07.273497+00:00,0.6024942317536115,0.5459969863469868,0.7036527991294861,0.6272506752384238,0.5019170326487956,1413.148127619214,1456.8160303702862,,,,,,,,,,,,,,,,,
2026_01_DEN_KC,2026,1,2026-09-14,20:15,DEN,KC,0.400824989191116,0.4799877426502165,0.5720596355604638,0.5030057158777783,KC,-101.20955752361898,-2.3194785541499385,12.946113475741884,-18.910590546705,14.271633438405122,48.931589146973415,13.592084078509854,31.51263251714528,66.35054577680155,KC 23.3 – DEN 25.6,3.0,43.5,-5.3194785541499385,0.34057518197168,0.6552796341888159,Coin Flip,0.0555439879300659,NEUTRAL,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:29:07.273497+00:00,2026_01_DEN_KC__EARLY__2026-09-08T20:29:07.273497+00:00,0.5195016438291132,0.4479900583077051,0.4678467214107513,0.3851371290819709,0.4021010919219848,1501.568856956259,1615.485860090258,,,,,,,,,,,,,,,,,
2026_01_NE_SEA,2026,1,2026-09-09,20:20,NE,SEA,0.6670585445412993,0.7368705943697319,0.6037569709421778,0.7035921885128434,SEA,-237.373025016694,7.668810499768117,12.946113475741884,-8.922301492786943,24.259922492323177,45.20227904272532,13.592084078509854,27.78332241289718,62.62123567255347,SEA 26.4 – NE 18.8,3.0,44.5,4.668810499768117,0.6408135178132256,0.5206034773112662,High,0.0450214209209247,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:38:26.060238+00:00,2026_01_NE_SEA__EARLY__2026-09-08T20:38:26.060238+00:00,0.7422622377247272,0.7985944222444219,0.851137638092041,0.8115425038975816,0.6628566208299651,1634.262866364769,1561.8208811227348,,,,,,,,,,,,,,,,,
2026_01_SF_LA,2026,1,2026-09-10,20:35,SF,LA,0.638930281151855,0.7189131020304652,0.6369041816941223,0.6984108719463795,LA,-231.5769392795243,6.348658235635985,12.946113475741884,-10.242453756919076,22.939770228191044,46.72515758171687,13.592084078509854,29.30620095188873,64.14411421154502,LA 26.5 – SF 20.2,3.5,48.5,2.848658235635985,0.5870798611637785,0.4480541293786293,Solid,0.0314510538192578,ALIGNED,True,2026 schedule/results/Elo live; EPA/form through 2025,EARLY,0.3.0-dashboard-diagnostics,2026-09-08T20:38:26.060238+00:00,2026_01_SF_LA__EARLY__2026-09-08T20:38:26.060238+00:00,0.7716719654422356,0.7332038961038961,0.7967562675476074,0.7322211837081455,0.6344938084030851,1604.7782831159154,1553.9652230148963,,,,,,,,,,,,,,,,,
